,ID,Segment type,Segment Description,Answer,Count,Percentage,It became a relationship
409,292895.065,mobile,"Meridian, Idaho",No,794.9671874,0.402195524,1
410,292883.0382,mobile,"Meridian, Idaho",No,1952.190973,0.506639979,0
411,292901.0598,gender,"Meridian, Idaho",No,507.4629961,0.295209673,0
412,292897.3578,gender,"Meridian, Idaho",No,593.9485269,0.279395803,0
413,293019,university,"University of California, Berkeley",Yes,25,0.275,0
414,292900.5156,mobile,"Meridian, Idaho",No,794.1794124,0.477839563,1
415,292883.4581,mobile,"Meridian, Idaho",No,977.056616,0.253704105,1
416,292882.2669,mobile,"Meridian, Idaho",No,889.7985687,0.231070618,1
417,293687,university,Brigham Young University,No,3,0.375,0
418,292965,university,Princeton University,Yes,1,0.5,1
419,292883.3039,mobile,"Meridian, Idaho",No,965.7585502,0.250773549,1
420,293639.779,university,"Westport, CT",Yes,2.97544169,0.424744301,1
421,292900.342,gender,"Meridian, Idaho",No,760.3190842,0.449496642,0
422,292881.8449,mobile,"Meridian, Idaho",No,1292.119664,0.335426944,0
423,292882.7654,mobile,"Meridian, Idaho",No,1831.506159,0.475336068,0
424,292887.221,web,"Meridian, Idaho",No,0,0,0
425,292891.7177,gender,"Meridian, Idaho",No,972.7951461,0.348488038,1
426,292882.7653,mobile,"Meridian, Idaho",No,926.3071908,0.240540432,1
427,292890.0995,gender,"Meridian, Idaho",No,1003.442686,0.324340324,1
428,292881.6074,mobile,"Meridian, Idaho",No,841.4919386,0.218540571,1
429,292886.9063,mobile,"Meridian, Idaho",No,1055.165539,0.307044629,1
430,292956.3163,university,"University of California, Davis",Yes,5.170936158,0.117782435,1
431,292898.4213,gender,"Meridian, Idaho",No,495.853696,0.268297204,0
432,293567,university,Cal State Northridge,No,2,0.667,0
433,292902.8528,gender,"Meridian, Idaho",No,517.422589,0.313626466,0
434,293681,university,Colby College,No,11,0.786,0
435,293485,university,St. Lawrence University,I don't use Tinder,0,0,0
436,292898.7126,gender,"Meridian, Idaho",No,669.4788687,0.356619651,0
437,292896.1237,gender,"Meridian, Idaho",No,551.6549756,0.248922832,0
438,292887.2066,web,"Meridian, Idaho",No,0,0,0
439,292890.294,web,"Meridian, Idaho",No,0,0,0
440,292899.9527,gender,"Meridian, Idaho",No,816.8336567,0.471372727,1
441,292893.0612,mobile,"Meridian, Idaho",No,942.6985122,0.384675453,1
442,292888.382,web,"Meridian, Idaho",No,0,0,0
443,292884.228,mobile,"Meridian, Idaho",No,796.533462,0.251798093,1
444,292899.5309,gender,"Meridian, Idaho",No,549.5344852,0.282621876,0
445,293415,university,Arizona State University,Yes,0,0,0
446,292888.2114,web,"Meridian, Idaho",No,0,0,0
447,293696.4004,university,"Westport, CT",Yes,0.864281443,0.10803518,1
448,293602.2784,university,"University of Wisconsin, Eau Claire",Yes,0.964489768,0.964489768,1
449,292882.4268,mobile,"Meridian, Idaho",No,901.5151189,0.234109724,1
450,292898.0735,gender,"Meridian, Idaho",No,633.8456819,0.320187513,0
451,292900.3572,gender,"Meridian, Idaho",No,837.1766574,0.491392648,0
452,293691,university,Arkansas State University,Yes,0,0,0
453,292894.7744,gender,"Meridian, Idaho",No,479.8073841,0.231098936,0
454,293169,university,Carnegie Mellon University,Yes,1,0.25,0
455,292890.4428,web,"Meridian, Idaho",No,0,0,0
456,292894.9484,gender,"Meridian, Idaho",No,521.683657,0.235406355,0
457,292889.9984,web,"Meridian, Idaho",No,0,0,0
458,293347.7116,university,University of Pittsburgh,I don't use Tinder,1,0.374480941,1
459,292882.5232,mobile,"Meridian, Idaho",No,1689.579635,0.438522363,0
460,292895.7264,gender,"Meridian, Idaho",No,1126.602545,0.523036545,0
461,292894.9346,mobile,"Meridian, Idaho",No,794.9860345,0.400385777,1
462,292896.5021,gender,"Meridian, Idaho",No,487.4091195,0.248721141,0
463,292901.3208,gender,"Meridian, Idaho",No,435.8176472,0.265883061,0
464,292902.0921,gender,"Meridian, Idaho",No,472.6496804,0.288445092,0
465,292900.2732,mobile,"Meridian, Idaho",No,810.912359,0.475641382,1
466,292887.9468,mobile,"Meridian, Idaho",No,1036.152655,0.320168349,1
467,292897.9971,gender,"Meridian, Idaho",No,564.3614576,0.268306179,0
468,293087.9285,university,Wesleyan University,I don't use Tinder,0.029763317,0.029763317,1
469,292901.9108,gender,"Meridian, Idaho",No,463.9900015,0.283140472,0
470,292894.5708,mobile,"Meridian, Idaho",No,795.0386089,0.395337464,1
471,292898.9158,gender,"Meridian, Idaho",No,555.4804398,0.276880955,0
472,292883.8967,mobile,"Meridian, Idaho",No,1009.181118,0.26203674,1
473,292889.2218,gender,"Meridian, Idaho",No,1058.103598,0.330241733,0
474,292889.656,web,"Meridian, Idaho",No,0,0,0
475,293631,university,Case Western Reserve University,Yes,7,0.226,0
476,292888.8455,web,"Meridian, Idaho",No,0,0,0
477,293693,university,Arkansas State University,No,1,1,1
478,292890.7789,web,"Meridian, Idaho",No,0,0,0
479,292889.0644,web,"Meridian, Idaho",No,0,0,0
480,292882.0917,mobile,"Meridian, Idaho",No,1436.721671,0.372934631,0
481,292900.3731,gender,"Meridian, Idaho",No,541.3932266,0.290482402,0
482,292890.4687,web,"Meridian, Idaho",No,0,0,0
483,293457,university,Marquette University,Yes,1,0.5,0
484,292889.0337,web,"Meridian, Idaho",No,0,0,0
485,292889.675,web,"Meridian, Idaho",No,0,0,0
486,292897.9844,gender,"Meridian, Idaho",No,628.8825152,0.315113065,0
487,292889.1703,web,"Meridian, Idaho",No,0,0,0
488,292890.6745,web,"Meridian, Idaho",No,0,0,0
489,292890.0157,web,"Meridian, Idaho",No,0,0,0
490,292889.7087,web,"Meridian, Idaho",No,0,0,0
491,292888.1357,web,"Meridian, Idaho",No,0,0,0
492,292887.6689,web,"Meridian, Idaho",No,0,0,0
493,292883.0659,mobile,"Meridian, Idaho",No,948.3291887,0.246252622,1
494,292896.1708,gender,"Meridian, Idaho",No,552.85581,0.249464385,0
495,293676.6426,university,"Westport, CT",Yes,0.825888048,0.103236006,1
496,292897.3546,gender,"Meridian, Idaho",No,1024.838537,0.511910347,0
497,292951,university,Johns Hopkins University,I don't use Tinder,29,0.21,0
498,292889.8662,web,"Meridian, Idaho",No,0,0,0
499,292895.4542,gender,"Meridian, Idaho",No,534.5823646,0.241223419,0
500,293269,university,Texas Christian University,I don't use Tinder,10,0.385,0
501,292887.8206,web,"Meridian, Idaho",No,0,0,0
502,292894.3235,gender,"Meridian, Idaho",No,1158.666093,0.504848344,0
503,292892.6036,mobile,"Meridian, Idaho",No,795.3229288,0.368036383,1
504,292889.415,gender,"Meridian, Idaho",No,1061.912139,0.3368545,0
505,292890.6573,web,"Meridian, Idaho",No,0,0,0
506,293741,university,Old Dominion University,No,0,0,1
507,292901.3635,gender,"Meridian, Idaho",No,531.8195054,0.299725995,0
508,292881.8873,mobile,"Meridian, Idaho",No,861.9957225,0.223858959,1
509,293131.5615,university,University of Mississippi,Yes,8.14722024,0.151036929,1
510,292897.5634,gender,"Meridian, Idaho",No,568.5541208,0.26425809,0
511,292902.869,gender,"Meridian, Idaho",No,517.2660139,0.313777642,0
512,292896.0332,gender,"Meridian, Idaho",No,1107.42661,0.520939976,0
513,292896.0765,gender,"Meridian, Idaho",No,1104.721224,0.520644187,0
514,292899.8012,gender,"Meridian, Idaho",No,501.9250837,0.282371785,0
515,292903,gender,Female respondents,I don't use Tinder,516,0.315,0
516,292888.2179,web,"Meridian, Idaho",No,0,0,0
517,292902.0611,gender,"Meridian, Idaho",No,471.1666815,0.287536658,0
518,292894.3373,gender,"Meridian, Idaho",No,506.1008714,0.228378824,0
519,292887.0077,web,"Meridian, Idaho",No,0,0,0
520,292890.0483,web,"Meridian, Idaho",No,0,0,0
521,292898.4372,mobile,"Meridian, Idaho",No,794.4798014,0.448995489,1
522,292898.9846,gender,"Meridian, Idaho",No,554.8157439,0.27752273,0
523,292893.1586,gender,"Meridian, Idaho",No,476.0443465,0.214823921,0
524,293648.323,university,"Westport, CT",Yes,3.774326669,0.538785132,1
525,292881.1171,mobile,"Meridian, Idaho",No,805.5756873,0.20922441,1
526,292894.2513,gender,"Meridian, Idaho",No,1157.242403,0.502376392,0
527,292883.1167,mobile,"Meridian, Idaho",No,1917.70476,0.49769475,0
528,292881.5608,mobile,"Meridian, Idaho",No,1125.605175,0.292235472,0
529,293385,university,University of Buffalo,Yes,0,0,1
530,292891.1736,gender,"Meridian, Idaho",No,1096.575004,0.397039617,0
531,292894.4148,gender,"Meridian, Idaho",No,1160.465535,0.507972714,0
532,293495,university,University of Wisconsin-La Crosse,No,2,0.667,0
533,292888.4412,web,"Meridian, Idaho",No,0,0,0
534,293387.3524,university,Vassar College,No,1,0.5,1
535,293029,university,"University of California, Davis",I don't use Tinder,6,0.353,0
536,292901.1451,gender,"Meridian, Idaho",No,427.428438,0.260744122,0
537,292897.1974,gender,"Meridian, Idaho",No,572.0917226,0.260842475,0
538,292895.8467,gender,"Meridian, Idaho",No,894.5972466,0.410101483,1
539,293479.7046,university,Union College,Yes,0.892049658,0.892049658,1
540,292895.414,mobile,"Meridian, Idaho",No,794.9167396,0.407039645,1
541,292889.7541,mobile,"Meridian, Idaho",No,795.734768,0.328490599,1
542,293299.2882,university,Williams College,I don't use Tinder,0.356986313,0.029748859,1
543,292892.9453,gender,"Meridian, Idaho",No,949.5453478,0.366806947,1
544,293453,university,Loyola University Maryland,No,3,1,1
545,292897.2761,gender,"Meridian, Idaho",No,571.3312125,0.26157676,0
546,292888.3039,gender,"Meridian, Idaho",No,1037.449299,0.29754594,1
547,292888.0538,web,"Meridian, Idaho",No,0,0,0
548,292900.5535,gender,"Meridian, Idaho",No,505.2353378,0.290045556,0
549,292887.7874,mobile,"Meridian, Idaho",No,796.0190235,0.301195712,1
550,292882.3992,mobile,"Meridian, Idaho",No,1616.926883,0.41967728,0
551,292893.1826,gender,"Meridian, Idaho",No,476.6572835,0.215100344,0
552,292897.0354,gender,"Meridian, Idaho",No,575.9754118,0.261019704,0
553,293521,university,Illinois State,I don't use Tinder,1,0.5,0
554,292883.7244,mobile,"Meridian, Idaho",No,1650.635817,0.428420895,0
555,292900.4383,gender,"Meridian, Idaho",No,540.7627178,0.291091169,0
556,293599,university,University of Connecticut,I don't use Tinder,5,0.625,0
557,292897.1973,gender,"Meridian, Idaho",No,572.0930256,0.260841217,0
558,293411,university,Rochester Institute of Technology,No,2,1,0
559,293555,university,University of Central Florida,No,0,0,0
560,292888.5105,web,"Meridian, Idaho",No,0,0,0
561,292900.0478,gender,"Meridian, Idaho",No,743.9162942,0.432726077,0
562,293723,university,University of Kentucky,No,1,1,0
563,292899.2912,gender,"Meridian, Idaho",No,903.7970622,0.498676479,0
564,292881.6095,mobile,"Meridian, Idaho",No,1154.143553,0.299637918,0
565,292888.3623,gender,"Meridian, Idaho",No,1036.343068,0.298417558,1
566,292887.671,web,"Meridian, Idaho",No,0,0,0
567,292882.7751,mobile,"Meridian, Idaho",No,1837.235184,0.476822096,0
568,292890.6803,web,"Meridian, Idaho",No,0,0,0
569,292886.0712,mobile,"Meridian, Idaho",No,1070.425138,0.296511628,1
570,292889.1023,web,"Meridian, Idaho",No,0,0,0
571,292894.0645,mobile,"Meridian, Idaho",No,924.363586,0.39733121,1
572,292884.9747,mobile,"Meridian, Idaho",No,1101.120443,0.285884483,0
573,292890.4054,gender,"Meridian, Idaho",No,1081.433839,0.370750019,0
574,292899.8952,mobile,"Meridian, Idaho",No,817.8190804,0.47087399,1
575,292887.389,web,"Meridian, Idaho",No,0,0,0
576,292897.8411,mobile,"Meridian, Idaho",No,794.5659566,0.440722668,1
577,292893.0154,gender,"Meridian, Idaho",No,471.6231108,0.212961542,0
578,292882.5332,mobile,"Meridian, Idaho",No,1695.431461,0.440040242,0
579,292885.6977,mobile,"Meridian, Idaho",No,796.3210352,0.272195827,1
580,292883.8856,mobile,"Meridian, Idaho",No,1008.372154,0.261826907,1
581,293126.7041,university,University of Washington,No,4.730442177,0.496866497,1
582,292888.5566,web,"Meridian, Idaho",No,0,0,0
583,292894.3116,mobile,"Meridian, Idaho",No,795.0760717,0.391740191,1
584,292890.787,mobile,"Meridian, Idaho",No,984.2543814,0.355991344,1
585,292890.9747,web,"Meridian, Idaho",No,0,0,0
586,293685,university,Brigham Young University,Yes,1,0.125,1
587,292902.5773,gender,"Meridian, Idaho",No,520.0859368,0.311054958,0
588,293753,university,Roger Williams University,No,1,1,1
589,292898.3367,mobile,"Meridian, Idaho",No,794.4943281,0.447600602,1
590,292881.9009,mobile,"Meridian, Idaho",No,796.8697908,0.219503002,1
591,293167.3936,university,University of Mississippi,Yes,11.60039705,0.227937039,1
592,292888.6563,web,"Meridian, Idaho",No,0,0,0
593,292893.1668,gender,"Meridian, Idaho",No,476.2526493,0.214917861,0
594,292884.5195,mobile,"Meridian, Idaho",No,1054.804787,0.273870866,1
595,292888.92,web,"Meridian, Idaho",No,0,0,0
596,292887.568,web,"Meridian, Idaho",No,0,0,0
597,292884.0041,mobile,"Meridian, Idaho",No,1017.049343,0.264077645,1
598,293095,university,University of Texas,I don't use Tinder,26,0.356,0
599,293697,university,"Westport, CT",Yes,0,0,1
600,292890.9323,web,"Meridian, Idaho",No,0,0,0
601,292882.7654,mobile,"Meridian, Idaho",No,1831.500397,0.475334574,0
602,292957,university,Northwestern University,I don't use Tinder,24,0.2,1
603,293243.6036,university,University of Illinois,Yes,4.433939481,0.17070667,1
604,292899.398,gender,"Meridian, Idaho",No,550.8192924,0.281381373,0
605,293647,university,"Meridian, Idaho",I don't use Tinder,0,0,0
606,292881.0041,mobile,"Meridian, Idaho",No,799.3882414,0.207619476,0
607,292888.3941,web,"Meridian, Idaho",No,0,0,0
608,292888.0946,web,"Meridian, Idaho",No,0,0,0
609,292887.4668,web,"Meridian, Idaho",No,0,0,0
610,292891.3603,mobile,"Meridian, Idaho",No,973.7777513,0.363222881,1
611,293013,university,University of Alabama,Yes,2,0.133,1
612,292882.908,mobile,"Meridian, Idaho",No,1915.079432,0.497013777,0
613,292881.1283,mobile,"Meridian, Idaho",No,872.204802,0.226507048,0
614,292901.6464,gender,"Meridian, Idaho",No,451.3669921,0.275408053,0
615,292900.2332,gender,"Meridian, Idaho",No,542.7456268,0.289176636,0
616,292887.3572,web,"Meridian, Idaho",No,0,0,0
617,292889.697,web,"Meridian, Idaho",No,0,0,0
618,292881.2362,mobile,"Meridian, Idaho",No,935.4172984,0.242903463,0
619,292896.9819,mobile,"Meridian, Idaho",No,871.0545242,0.434128007,1
620,292887.7565,web,"Meridian, Idaho",No,0,0,0
621,292895.3703,mobile,"Meridian, Idaho",No,794.9230596,0.406432782,1
622,292888.4482,gender,"Meridian, Idaho",No,1042.853953,0.303763782,0
623,292899.9427,gender,"Meridian, Idaho",No,738.053795,0.426732131,0
624,292898.7816,gender,"Meridian, Idaho",No,497.4388412,0.271971859,0
625,292881.4416,mobile,"Meridian, Idaho",No,1055.801704,0.274129452,0
626,292915,university,Cornell University,I don't use Tinder,51,0.264,0
627,292887.9305,web,"Meridian, Idaho",No,0,0,0
628,292929,university,Georgetown University,Yes,2,0.5,1
629,292888.8294,web,"Meridian, Idaho",No,0,0,0
630,292897.0904,gender,"Meridian, Idaho",No,573.1261319,0.259843735,0
631,292887.5715,web,"Meridian, Idaho",No,0,0,0
632,293083,university,Vanderbilt University,I don't use Tinder,12,0.122,0
633,292900.6681,gender,"Meridian, Idaho",No,778.4973003,0.468082442,0
634,292911,university,Cornell University,Yes,47,0.244,0
635,292886.5677,mobile,"Meridian, Idaho",No,1061.353902,0.302773086,1
636,292919.486,university,University of Pennsylvania,I don't use Tinder,21.24699503,0.307118155,1
637,292894.5759,gender,"Meridian, Idaho",No,1163.640235,0.513484944,0
638,293401,university,Colorado State University,I don't use Tinder,0,0,0
639,292899.6455,mobile,"Meridian, Idaho",No,794.3051629,0.465764695,1
640,292894.5102,gender,"Meridian, Idaho",No,1162.344753,0.511235599,0
641,292887.2833,web,"Meridian, Idaho",No,0,0,0
642,292890.2514,web,"Meridian, Idaho",No,0,0,0
643,292887.8034,web,"Meridian, Idaho",No,0,0,0
644,292896.814,gender,"Meridian, Idaho",No,488.7814748,0.25190251,0
645,292882.5992,mobile,"Meridian, Idaho",No,914.1418958,0.237384929,1
646,292897.3442,mobile,"Meridian, Idaho",No,864.4335638,0.438698152,1
647,292886.0331,mobile,"Meridian, Idaho",No,796.2725612,0.27685041,1
648,293305,university,Quinnipiac University,I don't use Tinder,0,0,1
649,292899.0579,gender,"Meridian, Idaho",No,554.1071469,0.278206893,0
650,292890.5695,web,"Meridian, Idaho",No,0,0,0
651,292891.3521,gender,"Meridian, Idaho",No,979.7201225,0.343031732,1
652,293037,university,"University of California, Santa Barbara",Yes,24,0.32,0
653,292882.7046,mobile,"Meridian, Idaho",No,1795.912502,0.466103584,0
654,292889.9512,web,"Meridian, Idaho",No,0,0,0
655,292890.5462,web,"Meridian, Idaho",No,0,0,0
656,292881.8251,mobile,"Meridian, Idaho",No,796.8807491,0.218450755,1
657,292890.9513,web,"Meridian, Idaho",No,0,0,0
658,292889.7211,web,"Meridian, Idaho",No,0,0,0
659,292891.5401,gender,"Meridian, Idaho",No,976.159949,0.345836853,1
660,292889.1352,web,"Meridian, Idaho",No,0,0,0
661,292890.2217,web,"Meridian, Idaho",No,0,0,0
662,292882.8747,mobile,"Meridian, Idaho",No,1895.590604,0.491958655,0
663,293665,university,Morehead State University,I don't use Tinder,1,1,1
664,293143,university,Baylor University,I don't use Tinder,3,0.429,0
665,293730.0671,university,University of Kentucky,I don't use Tinder,0,0,1
666,292888.839,web,"Meridian, Idaho",No,0,0,0
667,292893.425,gender,"Meridian, Idaho",No,482.8380008,0.217887726,0
668,292897.2485,gender,"Meridian, Idaho",No,1031.467736,0.512635139,0
669,292882.2344,mobile,"Meridian, Idaho",No,1520.348955,0.39462635,0
670,292889.3442,mobile,"Meridian, Idaho",No,1010.618092,0.337793686,1
671,292888.0861,mobile,"Meridian, Idaho",No,1033.607689,0.321925022,1
672,292898.8066,gender,"Meridian, Idaho",No,674.7154217,0.361973615,0
673,292887.9976,web,"Meridian, Idaho",No,0,0,0
674,292897.4795,gender,"Meridian, Idaho",No,863.6744723,0.434466058,1
675,293760.53,university,University of Central Oklahoma,No,2.1699951,0.43399902,1
676,292885.5914,mobile,"Meridian, Idaho",No,796.3364007,0.270720391,1
677,292884.5399,mobile,"Meridian, Idaho",No,1292.198843,0.335447482,0
678,292887.5627,web,"Meridian, Idaho",No,0,0,0
679,292882.9399,mobile,"Meridian, Idaho",No,939.094934,0.243857389,1
680,292888.7192,web,"Meridian, Idaho",No,0,0,0
681,293296.7086,university,Texas Christian University,Yes,4.036422917,0.545154029,1
682,293175,university,Clemson University,Yes,2,0.5,0
683,293237,university,Loyola Marymount University,No,1,1,1
684,292895.2391,gender,"Meridian, Idaho",No,529.0969716,0.238749615,0
685,293177,university,Clemson University,No,0,0,0
686,292883.788,mobile,"Meridian, Idaho",No,1001.220192,0.25997179,1
687,292890.8299,web,"Meridian, Idaho",No,0,0,0
688,292894.359,gender,"Meridian, Idaho",No,506.6551507,0.228628793,0
689,292883.5425,mobile,"Meridian, Idaho",No,1730.569425,0.449154526,0
690,292887.8841,web,"Meridian, Idaho",No,0,0,0
691,292890.4539,web,"Meridian, Idaho",No,0,0,0
692,293581,university,Pepperdine University,I don't use Tinder,0,0,1
693,292890.9599,web,"Meridian, Idaho",No,0,0,0
694,292887.8508,web,"Meridian, Idaho",No,0,0,0
695,293296.8287,university,Vassar College,No,13.49286079,0.5,1
696,292894.6768,gender,"Meridian, Idaho",No,430.9175451,0.208807913,0
697,293657,university,University of Kansas,No,5,0.5,1
698,293488.3553,university,University of Central Florida,Yes,0,0,1
699,293745,university,University of Tampa,Yes,0,0,0
700,292889.3495,web,"Meridian, Idaho",No,0,0,0
701,292888.5244,web,"Meridian, Idaho",No,0,0,0
702,292947.2554,university,"University of California, Berkeley",No,65.24140494,0.567864825,1
703,292897.1795,gender,"Meridian, Idaho",No,572.2643543,0.260675796,0
704,292888.9591,web,"Meridian, Idaho",No,0,0,0
705,292888.1246,mobile,"Meridian, Idaho",No,795.9702783,0.305876341,1
706,293339.0149,university,Vassar College,No,11.2406592,0.37468864,1
707,292887.6095,web,"Meridian, Idaho",No,0,0,0
708,292887.184,web,"Meridian, Idaho",No,0,0,0
709,292882.4891,mobile,"Meridian, Idaho",No,906.0737164,0.235292159,1
710,293295,university,University of Richmond,Yes,2,0.111,0
711,292901.9535,gender,"Meridian, Idaho",No,511.395185,0.304325202,0
712,292890.2608,web,"Meridian, Idaho",No,0,0,0
713,292881.7882,mobile,"Meridian, Idaho",No,854.7369041,0.221976125,1
714,292899.2462,gender,"Meridian, Idaho",No,552.2869238,0.279964349,0
715,293724.7765,university,"Westport, CT",Yes,0,0,1
716,292898.5434,gender,"Meridian, Idaho",No,559.0804578,0.273405075,0
717,292893.1538,gender,"Meridian, Idaho",No,1135.60891,0.464814169,0
718,292890.0828,web,"Meridian, Idaho",No,0,0,0
719,292899.3681,gender,"Meridian, Idaho",No,342.5772689,0.208767228,0
720,292887.2808,web,"Meridian, Idaho",No,0,0,0
721,292898.4246,gender,"Meridian, Idaho",No,495.8681081,0.268330614,0
722,292897.7975,gender,"Meridian, Idaho",No,493.1091703,0.261934895,0
723,292888.2759,mobile,"Meridian, Idaho",No,795.9484128,0.307975915,1
724,292890.2679,web,"Meridian, Idaho",No,0,0,0
725,292897.2208,mobile,"Meridian, Idaho",No,866.6900573,0.437140599,1
726,293110.8445,university,Vanderbilt University,No,14.91722272,0.429114542,1
727,292892.9294,gender,"Meridian, Idaho",No,949.8470629,0.36656922,1
728,292901.2773,gender,"Meridian, Idaho",No,532.6529172,0.298921321,0
729,292894.4238,gender,"Meridian, Idaho",No,1160.641906,0.508278947,0
730,293229,university,Dartmouth College,Yes,5,0.5,1
731,292889.6217,web,"Meridian, Idaho",No,0,0,0
732,292886.6059,mobile,"Meridian, Idaho",No,796.1897845,0.284798827,1
733,292892.7565,gender,"Meridian, Idaho",No,1127.7768,0.451215279,0
734,292882.9663,mobile,"Meridian, Idaho",No,1949.226399,0.505871011,0
735,293459.5204,university,Union College,Yes,1,0.469573344,1
736,292881.0022,mobile,"Meridian, Idaho",No,797.1599677,0.207041493,1
737,292889.8551,web,"Meridian, Idaho",No,0,0,0
738,293569,university,Cal State Northridge,I don't use Tinder,1,0.333,0
739,292883.6554,mobile,"Meridian, Idaho",No,1680.933767,0.436279748,0
740,292881.6117,mobile,"Meridian, Idaho",No,1155.446998,0.299976013,0
741,292889.6949,mobile,"Meridian, Idaho",No,1004.209193,0.342217454,1
742,292899.0985,gender,"Meridian, Idaho",No,329.7024118,0.200880535,0
743,292889.6852,web,"Meridian, Idaho",No,0,0,0
744,293659.4791,university,University of Delaware,No,3.967026965,0.396702696,1
745,292896.5447,gender,"Meridian, Idaho",No,562.3907027,0.253764435,0
746,292901.4758,gender,"Meridian, Idaho",No,530.7334634,0.300774587,0
747,293145,university,Texas A&M University,Yes,13,0.241,1
748,292888.5283,web,"Meridian, Idaho",No,0,0,0
749,292882.3118,mobile,"Meridian, Idaho",No,893.0899924,0.231924367,1
750,292889.5791,web,"Meridian, Idaho",No,0,0,0
751,292896.092,mobile,"Meridian, Idaho",No,887.3151018,0.422904077,1
752,292898.1063,gender,"Meridian, Idaho",No,494.4676719,0.265084149,0
753,292889.8155,web,"Meridian, Idaho",No,0,0,0
754,292900.5822,gender,"Meridian, Idaho",No,400.5488715,0.244278628,0
755,292888.241,web,"Meridian, Idaho",No,0,0,0
756,292902.1248,gender,"Meridian, Idaho",No,524.4604689,0.306831271,0
757,292897.884,mobile,"Meridian, Idaho",No,854.5699446,0.445506556,1
758,292889.1782,web,"Meridian, Idaho",No,0,0,0
759,292895.1072,gender,"Meridian, Idaho",No,525.7346151,0.237233258,0
760,292896.644,gender,"Meridian, Idaho",No,564.9213867,0.254905723,0
761,292888.1094,web,"Meridian, Idaho",No,0,0,0
762,292898.1563,gender,"Meridian, Idaho",No,562.8223573,0.269792207,0
763,292901.0405,gender,"Meridian, Idaho",No,422.434448,0.257684976,0
764,292888.7548,web,"Meridian, Idaho",No,0,0,0
765,292887.4633,web,"Meridian, Idaho",No,0,0,0
766,292890.7005,gender,"Meridian, Idaho",No,992.0603662,0.333308646,1
767,292900.3171,gender,"Meridian, Idaho",No,541.9343427,0.289959945,0
768,293389,university,University of Buffalo,I don't use Tinder,1,1,1
769,292885.9454,mobile,"Meridian, Idaho",No,796.2852448,0.2756325,1
770,292887.3507,web,"Meridian, Idaho",No,0,0,0
771,292881.9418,mobile,"Meridian, Idaho",No,865.9833415,0.22489329,1
772,293043.8659,university,University of Southern California,No,7,0.586896602,1
773,292892.1462,gender,"Meridian, Idaho",No,964.6808718,0.354881412,1
774,293423,university,University of Rochester,No,2,0.667,0
775,292890.4908,web,"Meridian, Idaho",No,0,0,0
776,292887.2375,web,"Meridian, Idaho",No,0,0,0
777,292901.5337,gender,"Meridian, Idaho",No,445.9822309,0.272109534,0
778,292890.5548,mobile,"Meridian, Idaho",No,795.6190448,0.339602615,1
779,292882.6361,mobile,"Meridian, Idaho",No,916.8416396,0.238085203,1
780,292886.2387,mobile,"Meridian, Idaho",No,1067.366136,0.298623117,1
781,292889.3047,web,"Meridian, Idaho",No,0,0,0
782,292890.2126,web,"Meridian, Idaho",No,0,0,0
783,293395,university,University of Minnesota,I don't use Tinder,1,0.25,0
784,292882.3911,mobile,"Meridian, Idaho",No,1612.163027,0.418441604,0
785,292881.6372,mobile,"Meridian, Idaho",No,1170.407978,0.303856677,0
786,293321.8839,university,University of Georgia,I don't use Tinder,0.703494784,0.064018025,1
787,292888.6402,mobile,"Meridian, Idaho",No,795.8957607,0.313031696,1
788,293677,university,Syracuse University,I don't use Tinder,1,0.111,1
789,292896.3077,mobile,"Meridian, Idaho",No,883.3752289,0.425623591,1
790,292888.6724,web,"Meridian, Idaho",No,0,0,0
791,292899.5027,gender,"Meridian, Idaho",No,713.5259271,0.401654311,0
792,292890.4374,mobile,"Meridian, Idaho",No,795.636007,0.337973871,1
793,293713.1674,university,University of Tampa,I don't use Tinder,0,0,1
794,292883.0666,mobile,"Meridian, Idaho",No,1939.725233,0.503406545,0
795,292887.2528,web,"Meridian, Idaho",No,0,0,0
796,292881.5449,mobile,"Meridian, Idaho",No,1116.314926,0.289825715,0
797,293700.4407,university,"Westport, CT",Yes,0,0,1
798,292887.5749,web,"Meridian, Idaho",No,0,0,0
799,292895.3599,gender,"Meridian, Idaho",No,903.8172788,0.402836864,1
800,292901.5645,gender,"Meridian, Idaho",No,529.8768732,0.30160164,0
801,292894.4849,gender,"Meridian, Idaho",No,920.3874592,0.389780939,1
802,293541,university,Michigan State University,Yes,0,0,0
803,292899.9838,mobile,"Meridian, Idaho",No,794.2562738,0.470459145,1
804,292888.813,gender,"Meridian, Idaho",No,1050.043981,0.316247825,0
805,292897.2086,gender,"Meridian, Idaho",No,1033.961599,0.512907802,0
806,292889.2314,web,"Meridian, Idaho",No,0,0,0
807,292888.2729,web,"Meridian, Idaho",No,0,0,0
808,292888.571,web,"Meridian, Idaho",No,0,0,0
809,292883.6605,mobile,"Meridian, Idaho",No,1678.695276,0.435699116,0
810,292883.6952,mobile,"Meridian, Idaho",No,796.610468,0.244403789,1
811,292897.553,gender,"Meridian, Idaho",No,1012.434636,0.510554187,0
812,292894.4586,gender,"Meridian, Idaho",No,1161.328149,0.50947047,0
813,293769,university,University of Florida,Yes,0,0,1
814,292888.3635,web,"Meridian, Idaho",No,0,0,0
815,293185,university,University of Denver,I don't use Tinder,0,0,0
816,292883.4655,mobile,"Meridian, Idaho",No,1764.41791,0.457934339,0
